flight_id,carrier,origin,dest,scheduled_departure,departure_delay,arrival_delay,air_time,distance
2565,AA,JFK,MIA,2023-04-17 20:00:00,0.0,6.0,114,834
2566,DL,LAX,SFO,2023-04-17 21:00:00,0.0,39.0,124,712
2567,SW,ORD,ATL,2023-04-17 22:00:00,0.0,11.0,53,664
2568,AA,LAX,SFO,2023-04-17 23:00:00,0.0,23.0,121,1234
2569,DL,DFW,SEA,2023-04-18 00:00:00,22.0,-1.0,113,568
2570,SW,JFK,ATL,2023-04-18 01:00:00,43.0,-3.0,106,1103
2571,JB,ORD,ATL,2023-04-18 02:00:00,54.0,14.0,127,1273
2572,DL,LAX,SEA,2023-04-18 03:00:00,29.0,-10.0,120,974
2573,AA,ORD,ATL,2023-04-18 04:00:00,21.0,50.0,185,365
2574,AA,DEN,MIA,2023-04-18 05:00:00,0.0,39.0,98,741
2575,UA,JFK,SEA,2023-04-18 06:00:00,0.0,-10.0,112,1174
2576,AA,JFK,SFO,2023-04-18 07:00:00,22.0,2.0,109,691
2577,DL,DEN,SEA,2023-04-18 08:00:00,0.0,-8.0,94,878
2578,JB,LAX,SEA,2023-04-18 09:00:00,14.0,5.0,77,689
2579,AA,DEN,ATL,2023-04-18 10:00:00,8.0,39.0,196,896
2580,SW,JFK,SFO,2023-04-18 11:00:00,60.0,-5.0,162,1024
2581,AA,ORD,SFO,2023-04-18 12:00:00,61.0,13.0,119,765
2582,DL,ORD,PHX,2023-04-18 13:00:00,0.0,36.0,131,1205
2583,UA,JFK,ATL,2023-04-18 14:00:00,0.0,14.0,169,1030
2584,AA,DFW,ATL,2023-04-18 15:00:00,27.0,-10.0,166,964
2585,DL,DEN,ATL,2023-04-18 16:00:00,0.0,2.0,120,1088
2586,JB,DEN,SEA,2023-04-18 17:00:00,7.0,-10.0,30,987
2587,DL,LAX,MIA,2023-04-18 18:00:00,0.0,-10.0,109,1311
2588,SW,LAX,ATL,2023-04-18 19:00:00,0.0,26.0,76,1089
2589,AA,DEN,ATL,2023-04-18 20:00:00,54.0,7.0,150,1012
2590,UA,DFW,PHX,2023-04-18 21:00:00,49.0,15.0,124,985
2591,DL,LAX,SFO,2023-04-18 22:00:00,0.0,53.0,102,728
2592,AA,JFK,SFO,2023-04-18 23:00:00,3.0,49.0,130,608
2593,UA,LAX,MIA,2023-04-19 00:00:00,21.0,-5.0,61,1029
2594,SW,ORD,MIA,2023-04-19 01:00:00,0.0,0.0,116,1226
2595,SW,LAX,SFO,2023-04-19 02:00:00,47.0,71.0,87,1355
2596,AA,JFK,SEA,2023-04-19 03:00:00,1.0,18.0,89,1228
2597,AA,JFK,PHX,2023-04-19 04:00:00,27.0,24.0,103,817
2598,SW,DEN,SEA,2023-04-19 05:00:00,0.0,16.0,85,746
2599,SW,DFW,PHX,2023-04-19 06:00:00,0.0,27.0,142,1022
2600,SW,JFK,MIA,2023-04-19 07:00:00,68.0,-10.0,147,1152
2601,SW,DFW,SEA,2023-04-19 08:00:00,0.0,4.0,128,100
2602,SW,JFK,SFO,2023-04-19 09:00:00,9.0,-2.0,152,1430
2603,SW,ORD,SEA,2023-04-19 10:00:00,54.0,-10.0,96,1159
2604,JB,ORD,SFO,2023-04-19 11:00:00,17.0,-10.0,98,550
2605,SW,ORD,SFO,2023-04-19 12:00:00,0.0,24.0,153,773
2606,SW,DEN,ATL,2023-04-19 13:00:00,0.0,18.0,167,1052
2607,AA,DEN,ATL,2023-04-19 14:00:00,0.0,-10.0,115,833
2608,SW,ORD,MIA,2023-04-19 15:00:00,56.0,36.0,91,1046
2609,DL,JFK,PHX,2023-04-19 16:00:00,29.0,40.0,104,800
2610,DL,DFW,PHX,2023-04-19 17:00:00,4.0,3.0,106,856
2611,UA,JFK,MIA,2023-04-19 18:00:00,14.0,2.0,144,1379
2612,AA,LAX,PHX,2023-04-19 19:00:00,27.0,41.0,132,604
2613,SW,DFW,MIA,2023-04-19 20:00:00,52.0,31.0,143,1286
2614,DL,DEN,SEA,2023-04-19 21:00:00,1.0,-10.0,124,1259
2615,AA,DFW,SFO,2023-04-19 22:00:00,25.0,8.0,110,776
2616,JB,DEN,MIA,2023-04-19 23:00:00,79.0,-10.0,98,961
2617,JB,DEN,SFO,2023-04-20 00:00:00,0.0,-10.0,93,634
2618,SW,DFW,ATL,2023-04-20 01:00:00,9.0,38.0,146,429
2619,DL,LAX,SEA,2023-04-20 02:00:00,45.0,-8.0,129,939
2620,AA,LAX,SFO,2023-04-20 03:00:00,2.0,23.0,89,767
2621,DL,DEN,SEA,2023-04-20 04:00:00,,-3.0,106,399
2622,JB,JFK,SEA,2023-04-20 05:00:00,16.0,-10.0,81,1012
2623,JB,ORD,MIA,2023-04-20 06:00:00,0.0,18.0,131,1077
2624,AA,DFW,ATL,2023-04-20 07:00:00,30.0,36.0,89,1199
2625,SW,DFW,SFO,2023-04-20 08:00:00,17.0,23.0,97,916
2626,JB,ORD,PHX,2023-04-20 09:00:00,36.0,5.0,80,495
2627,DL,JFK,ATL,2023-04-20 10:00:00,0.0,6.0,68,623
2628,AA,ORD,ATL,2023-04-20 11:00:00,0.0,-10.0,147,518
2629,AA,DEN,MIA,2023-04-20 12:00:00,20.0,19.0,111,792
2630,JB,JFK,PHX,2023-04-20 13:00:00,16.0,19.0,105,920
2631,AA,DFW,SFO,2023-04-20 14:00:00,,69.0,104,676
2632,AA,DEN,PHX,2023-04-20 15:00:00,14.0,-10.0,109,630
2633,JB,DEN,ATL,2023-04-20 16:00:00,0.0,23.0,122,608
2634,JB,DEN,SEA,2023-04-20 17:00:00,8.0,-2.0,140,1079
2635,AA,DFW,PHX,2023-04-20 18:00:00,24.0,-2.0,119,782
2636,AA,DFW,SEA,2023-04-20 19:00:00,41.0,-10.0,180,585
2637,JB,DEN,SFO,2023-04-20 20:00:00,8.0,28.0,172,1419
2638,DL,JFK,MIA,2023-04-20 21:00:00,0.0,16.0,133,1162
2639,AA,DEN,SEA,2023-04-20 22:00:00,0.0,7.0,162,1213
2640,AA,JFK,SEA,2023-04-20 23:00:00,0.0,-10.0,116,1037
2641,DL,ORD,PHX,2023-04-21 00:00:00,0.0,34.0,75,1166
2642,AA,JFK,MIA,2023-04-21 01:00:00,7.0,-6.0,125,1252
2643,AA,DEN,PHX,2023-04-21 02:00:00,46.0,28.0,125,999
2644,SW,JFK,SEA,2023-04-21 03:00:00,,14.0,97,789
2645,DL,LAX,MIA,2023-04-21 04:00:00,12.0,-10.0,77,651
2646,DL,LAX,PHX,2023-04-21 05:00:00,40.0,-8.0,123,1216
2647,AA,ORD,SFO,2023-04-21 06:00:00,38.0,52.0,136,757
2648,SW,LAX,MIA,2023-04-21 07:00:00,0.0,53.0,132,732
2649,JB,DEN,MIA,2023-04-21 08:00:00,0.0,-10.0,108,1268
2650,DL,DEN,ATL,2023-04-21 09:00:00,43.0,34.0,142,927
2651,AA,JFK,ATL,2023-04-21 10:00:00,21.0,-10.0,148,925
2652,SW,DFW,SEA,2023-04-21 11:00:00,22.0,-10.0,161,835
2653,AA,DFW,SEA,2023-04-21 12:00:00,0.0,42.0,146,363
2654,DL,ORD,PHX,2023-04-21 13:00:00,0.0,25.0,94,906
2655,DL,LAX,PHX,2023-04-21 14:00:00,11.0,2.0,195,845
2656,DL,LAX,PHX,2023-04-21 15:00:00,0.0,6.0,99,792
2657,JB,JFK,ATL,2023-04-21 16:00:00,20.0,10.0,115,1027
2658,DL,LAX,ATL,2023-04-21 17:00:00,48.0,-10.0,145,1697
2659,UA,LAX,PHX,2023-04-21 18:00:00,0.0,-6.0,83,324
2660,SW,DEN,ATL,2023-04-21 19:00:00,32.0,11.0,109,1422
2661,AA,ORD,ATL,2023-04-21 20:00:00,0.0,-10.0,121,876
2662,JB,DFW,SEA,2023-04-21 21:00:00,0.0,43.0,64,1322
2663,SW,ORD,ATL,2023-04-21 22:00:00,0.0,6.0,94,943
2664,UA,JFK,PHX,2023-04-21 23:00:00,23.0,28.0,93,413
2665,AA,JFK,MIA,2023-04-22 00:00:00,0.0,15.0,144,1118
2666,AA,ORD,ATL,2023-04-22 01:00:00,31.0,-10.0,114,793
2667,DL,LAX,ATL,2023-04-22 02:00:00,8.0,58.0,110,715
2668,DL,LAX,MIA,2023-04-22 03:00:00,0.0,38.0,92,798
2669,JB,LAX,ATL,2023-04-22 04:00:00,13.0,,128,1144
2670,AA,DFW,PHX,2023-04-22 05:00:00,0.0,9.0,164,758
2671,DL,DFW,ATL,2023-04-22 06:00:00,21.0,-6.0,50,1171
2672,DL,DFW,SEA,2023-04-22 07:00:00,,19.0,131,782
2673,SW,JFK,ATL,2023-04-22 08:00:00,0.0,47.0,120,808
2674,DL,LAX,SFO,2023-04-22 09:00:00,25.0,1.0,175,635
2675,UA,DEN,SFO,2023-04-22 10:00:00,25.0,5.0,58,1216
2676,JB,DEN,PHX,2023-04-22 11:00:00,67.0,-10.0,136,902
2677,DL,ORD,ATL,2023-04-22 12:00:00,39.0,2.0,67,928
2678,DL,JFK,ATL,2023-04-22 13:00:00,0.0,,123,731
2679,SW,ORD,SFO,2023-04-22 14:00:00,41.0,78.0,75,593
2680,DL,ORD,MIA,2023-04-22 15:00:00,54.0,-10.0,109,730
2681,DL,JFK,MIA,2023-04-22 16:00:00,20.0,57.0,146,551
2682,AA,DFW,SFO,2023-04-22 17:00:00,46.0,-10.0,111,679
2683,UA,ORD,SFO,2023-04-22 18:00:00,11.0,-10.0,137,134
2684,SW,DEN,PHX,2023-04-22 19:00:00,2.0,-10.0,79,565
2685,AA,DEN,ATL,2023-04-22 20:00:00,19.0,20.0,84,447
2686,JB,LAX,SFO,2023-04-22 21:00:00,0.0,-4.0,86,100
2687,UA,DEN,SFO,2023-04-22 22:00:00,18.0,1.0,132,738
2688,JB,JFK,PHX,2023-04-22 23:00:00,17.0,-7.0,85,1011
2689,SW,LAX,SEA,2023-04-23 00:00:00,0.0,9.0,110,766
2690,DL,DFW,SFO,2023-04-23 01:00:00,16.0,33.0,167,1600
2691,JB,DFW,MIA,2023-04-23 02:00:00,0.0,31.0,81,1273
2692,DL,DFW,PHX,2023-04-23 03:00:00,0.0,-10.0,173,1091
2693,DL,DEN,SFO,2023-04-23 04:00:00,10.0,32.0,83,1262
2694,JB,ORD,SFO,2023-04-23 05:00:00,0.0,-10.0,93,859
2695,DL,DEN,ATL,2023-04-23 06:00:00,20.0,50.0,139,1258
2696,AA,DFW,ATL,2023-04-23 07:00:00,0.0,8.0,162,1112
2697,DL,LAX,MIA,2023-04-23 08:00:00,87.0,-8.0,95,938
2698,AA,ORD,SFO,2023-04-23 09:00:00,19.0,-10.0,42,1150
2699,SW,LAX,MIA,2023-04-23 10:00:00,0.0,-8.0,127,615
2700,JB,ORD,MIA,2023-04-23 11:00:00,0.0,-10.0,105,995
2701,DL,DFW,MIA,2023-04-23 12:00:00,0.0,41.0,140,1405
2702,JB,DFW,PHX,2023-04-23 13:00:00,0.0,41.0,108,1017
2703,SW,DFW,SEA,2023-04-23 14:00:00,0.0,-10.0,127,946
2704,DL,ORD,MIA,2023-04-23 15:00:00,,55.0,109,319
2705,JB,DFW,PHX,2023-04-23 16:00:00,36.0,-10.0,172,1081
2706,DL,DFW,ATL,2023-04-23 17:00:00,47.0,-10.0,89,1185
2707,JB,ORD,SFO,2023-04-23 18:00:00,1.0,-10.0,140,1030
2708,DL,DEN,PHX,2023-04-23 19:00:00,1.0,-2.0,97,727
2709,DL,LAX,ATL,2023-04-23 20:00:00,0.0,27.0,120,1017
2710,DL,JFK,SFO,2023-04-23 21:00:00,40.0,38.0,122,842
2711,DL,ORD,MIA,2023-04-23 22:00:00,0.0,9.0,144,1014
2712,JB,ORD,SFO,2023-04-23 23:00:00,0.0,37.0,146,774
2713,DL,LAX,PHX,2023-04-24 00:00:00,3.0,-8.0,131,1422
2714,JB,JFK,SEA,2023-04-24 01:00:00,0.0,-4.0,158,396
2715,DL,LAX,SEA,2023-04-24 02:00:00,56.0,50.0,114,1299
2716,UA,JFK,MIA,2023-04-24 03:00:00,47.0,-10.0,172,501
2717,JB,DFW,MIA,2023-04-24 04:00:00,23.0,21.0,91,886
2718,JB,DFW,SEA,2023-04-24 05:00:00,12.0,-10.0,123,907
2719,DL,ORD,MIA,2023-04-24 06:00:00,12.0,10.0,142,975
2720,SW,DFW,PHX,2023-04-24 07:00:00,34.0,-8.0,157,861
2721,SW,JFK,MIA,2023-04-24 08:00:00,0.0,42.0,197,572
2722,AA,DEN,ATL,2023-04-24 09:00:00,40.0,0.0,134,1207
2723,JB,JFK,ATL,2023-04-24 10:00:00,,38.0,186,1121
2724,DL,JFK,SEA,2023-04-24 11:00:00,5.0,14.0,77,473
2725,JB,DFW,SFO,2023-04-24 12:00:00,0.0,-8.0,141,467
2726,DL,JFK,SFO,2023-04-24 13:00:00,4.0,15.0,134,1314
2727,UA,DEN,PHX,2023-04-24 14:00:00,13.0,-10.0,69,878
2728,JB,LAX,PHX,2023-04-24 15:00:00,0.0,-10.0,142,705
2729,SW,DEN,ATL,2023-04-24 16:00:00,22.0,39.0,159,1062
2730,DL,DFW,MIA,2023-04-24 17:00:00,0.0,-10.0,169,1089
2731,UA,DEN,MIA,2023-04-24 18:00:00,14.0,,131,899
2732,AA,DEN,PHX,2023-04-24 19:00:00,0.0,53.0,129,1177
2733,JB,LAX,ATL,2023-04-24 20:00:00,42.0,16.0,117,809
2734,SW,DEN,MIA,2023-04-24 21:00:00,0.0,-10.0,164,858
2735,DL,ORD,ATL,2023-04-24 22:00:00,0.0,-10.0,137,719
2736,DL,DEN,SEA,2023-04-24 23:00:00,24.0,28.0,125,861
2737,DL,DEN,ATL,2023-04-25 00:00:00,37.0,-10.0,135,745
2738,UA,JFK,PHX,2023-04-25 01:00:00,0.0,-10.0,83,1152
2739,DL,DEN,ATL,2023-04-25 02:00:00,34.0,-3.0,152,1094
2740,JB,JFK,SFO,2023-04-25 03:00:00,0.0,-7.0,124,1315
2741,AA,ORD,PHX,2023-04-25 04:00:00,44.0,-3.0,94,611
2742,UA,ORD,ATL,2023-04-25 05:00:00,,,132,1102
2743,SW,LAX,MIA,2023-04-25 06:00:00,0.0,14.0,43,763
2744,DL,ORD,SFO,2023-04-25 07:00:00,21.0,24.0,130,1076
2745,DL,JFK,ATL,2023-04-25 08:00:00,0.0,,82,654
2746,JB,LAX,SEA,2023-04-25 09:00:00,30.0,-10.0,146,1208
2747,SW,DFW,SFO,2023-04-25 10:00:00,2.0,-10.0,154,776
2748,SW,JFK,SEA,2023-04-25 11:00:00,0.0,43.0,108,908
2749,UA,DFW,PHX,2023-04-25 12:00:00,14.0,-10.0,181,764
2750,DL,LAX,SFO,2023-04-25 13:00:00,,0.0,162,857
2751,JB,DFW,ATL,2023-04-25 14:00:00,0.0,10.0,70,844
2752,SW,JFK,ATL,2023-04-25 15:00:00,,,188,1143
2753,JB,LAX,SEA,2023-04-25 16:00:00,46.0,-1.0,140,613
2754,UA,DFW,SFO,2023-04-25 17:00:00,30.0,46.0,154,507
2755,JB,JFK,PHX,2023-04-25 18:00:00,20.0,-3.0,53,1150
2756,SW,DFW,PHX,2023-04-25 19:00:00,54.0,28.0,73,406
2757,DL,DFW,SFO,2023-04-25 20:00:00,21.0,13.0,207,1272
2758,AA,DEN,MIA,2023-04-25 21:00:00,38.0,-10.0,115,1431
2759,JB,DFW,MIA,2023-04-25 22:00:00,2.0,2.0,35,474
2760,JB,LAX,SEA,2023-04-25 23:00:00,16.0,-7.0,144,818
2761,AA,LAX,SFO,2023-04-26 00:00:00,0.0,-10.0,171,1110
2762,AA,ORD,ATL,2023-04-26 01:00:00,35.0,-10.0,55,591
2763,SW,DFW,PHX,2023-04-26 02:00:00,0.0,16.0,167,360
2764,UA,JFK,MIA,2023-04-26 03:00:00,26.0,26.0,30,818
2765,JB,JFK,ATL,2023-04-26 04:00:00,0.0,-10.0,91,354
2766,JB,DEN,PHX,2023-04-26 05:00:00,0.0,7.0,150,1338
2767,SW,JFK,SEA,2023-04-26 06:00:00,,-4.0,138,1313
2768,JB,LAX,ATL,2023-04-26 07:00:00,42.0,-10.0,96,683
2769,JB,DEN,SFO,2023-04-26 08:00:00,3.0,-10.0,92,855
2770,SW,DFW,SFO,2023-04-26 09:00:00,32.0,0.0,120,657
2771,DL,DFW,ATL,2023-04-26 10:00:00,69.0,-10.0,115,920
2772,DL,DFW,SFO,2023-04-26 11:00:00,0.0,22.0,93,1682
2773,UA,ORD,SFO,2023-04-26 12:00:00,8.0,1.0,95,855
2774,UA,ORD,PHX,2023-04-26 13:00:00,0.0,-10.0,101,474
2775,AA,JFK,SFO,2023-04-26 14:00:00,0.0,-10.0,110,1532
2776,AA,LAX,ATL,2023-04-26 15:00:00,49.0,17.0,54,757
2777,DL,DEN,SFO,2023-04-26 16:00:00,0.0,-10.0,177,1349
2778,AA,LAX,SFO,2023-04-26 17:00:00,9.0,24.0,175,720
2779,DL,JFK,SFO,2023-04-26 18:00:00,0.0,-1.0,123,1126
2780,UA,JFK,PHX,2023-04-26 19:00:00,61.0,-10.0,198,1051
2781,UA,DFW,PHX,2023-04-26 20:00:00,17.0,31.0,146,1133
2782,SW,JFK,SFO,2023-04-26 21:00:00,0.0,-10.0,95,1489
2783,DL,ORD,MIA,2023-04-26 22:00:00,0.0,-10.0,156,994
2784,JB,DFW,MIA,2023-04-26 23:00:00,0.0,-10.0,59,557
2785,UA,ORD,SEA,2023-04-27 00:00:00,43.0,-10.0,107,1076
2786,AA,JFK,SFO,2023-04-27 01:00:00,26.0,-8.0,159,1170
2787,DL,DFW,PHX,2023-04-27 02:00:00,42.0,16.0,139,1001
2788,DL,DEN,MIA,2023-04-27 03:00:00,9.0,-4.0,161,1071
2789,SW,DFW,MIA,2023-04-27 04:00:00,5.0,16.0,149,839
2790,JB,ORD,PHX,2023-04-27 05:00:00,0.0,7.0,74,1028
2791,SW,LAX,SFO,2023-04-27 06:00:00,0.0,-7.0,94,801
2792,UA,LAX,SFO,2023-04-27 07:00:00,43.0,0.0,111,774
2793,UA,LAX,SEA,2023-04-27 08:00:00,61.0,25.0,97,219
2794,JB,DFW,SFO,2023-04-27 09:00:00,46.0,-4.0,97,1228
2795,AA,JFK,PHX,2023-04-27 10:00:00,0.0,43.0,159,757
2796,AA,DEN,SEA,2023-04-27 11:00:00,33.0,10.0,134,944
2797,UA,LAX,SFO,2023-04-27 12:00:00,0.0,12.0,161,556
2798,SW,DFW,MIA,2023-04-27 13:00:00,15.0,24.0,47,1066
2799,SW,JFK,MIA,2023-04-27 14:00:00,0.0,31.0,79,938
2800,JB,LAX,MIA,2023-04-27 15:00:00,32.0,7.0,99,1087
2801,UA,DFW,SFO,2023-04-27 16:00:00,0.0,8.0,160,620
2802,DL,DFW,SEA,2023-04-27 17:00:00,0.0,66.0,143,873
2803,UA,DEN,MIA,2023-04-27 18:00:00,0.0,-4.0,129,1013
2804,JB,DEN,ATL,2023-04-27 19:00:00,0.0,-9.0,126,1016
2805,SW,LAX,MIA,2023-04-27 20:00:00,0.0,-10.0,110,605
2806,UA,JFK,SEA,2023-04-27 21:00:00,0.0,1.0,139,798
2807,JB,ORD,SFO,2023-04-27 22:00:00,38.0,0.0,177,773
2808,JB,DFW,ATL,2023-04-27 23:00:00,0.0,45.0,113,1148
2809,DL,DEN,MIA,2023-04-28 00:00:00,56.0,-10.0,39,1133
2810,JB,JFK,ATL,2023-04-28 01:00:00,26.0,2.0,153,1010
2811,JB,JFK,MIA,2023-04-28 02:00:00,55.0,-10.0,99,1061
2812,SW,LAX,SFO,2023-04-28 03:00:00,17.0,35.0,108,549
2813,UA,LAX,ATL,2023-04-28 04:00:00,9.0,-10.0,63,1136
2814,JB,ORD,SFO,2023-04-28 05:00:00,22.0,-10.0,84,350
2815,DL,DEN,SFO,2023-04-28 06:00:00,0.0,10.0,135,729
2816,UA,JFK,MIA,2023-04-28 07:00:00,4.0,12.0,158,1214
2817,AA,LAX,SFO,2023-04-28 08:00:00,8.0,18.0,136,955
2818,DL,DFW,PHX,2023-04-28 09:00:00,0.0,-9.0,196,546
2819,UA,JFK,MIA,2023-04-28 10:00:00,24.0,6.0,74,1127
2820,SW,JFK,ATL,2023-04-28 11:00:00,1.0,9.0,145,1072
2821,JB,JFK,SEA,2023-04-28 12:00:00,0.0,-2.0,190,1382
2822,JB,DEN,SEA,2023-04-28 13:00:00,9.0,-10.0,117,1320
2823,DL,DFW,PHX,2023-04-28 14:00:00,0.0,7.0,62,1130
2824,UA,DFW,ATL,2023-04-28 15:00:00,0.0,42.0,101,1361
2825,SW,LAX,SFO,2023-04-28 16:00:00,58.0,-10.0,95,1082
2826,AA,LAX,SFO,2023-04-28 17:00:00,0.0,-5.0,89,889
2827,JB,DFW,PHX,2023-04-28 18:00:00,2.0,-10.0,152,1060
2828,SW,ORD,MIA,2023-04-28 19:00:00,66.0,-6.0,128,673
2829,AA,DEN,SFO,2023-04-28 20:00:00,0.0,-10.0,137,1327
2830,UA,JFK,ATL,2023-04-28 21:00:00,63.0,49.0,116,1316
2831,AA,JFK,SFO,2023-04-28 22:00:00,14.0,-10.0,105,1433
2832,JB,DFW,ATL,2023-04-28 23:00:00,35.0,-10.0,115,627
2833,UA,DFW,ATL,2023-04-29 00:00:00,0.0,36.0,129,613
2834,UA,ORD,SFO,2023-04-29 01:00:00,15.0,-10.0,55,832
2835,UA,LAX,ATL,2023-04-29 02:00:00,0.0,12.0,81,772
2836,JB,ORD,ATL,2023-04-29 03:00:00,18.0,17.0,95,1759
2837,JB,LAX,PHX,2023-04-29 04:00:00,80.0,55.0,101,673
2838,JB,LAX,ATL,2023-04-29 05:00:00,0.0,-6.0,56,674
2839,DL,DFW,PHX,2023-04-29 06:00:00,45.0,31.0,141,1134
2840,UA,DEN,ATL,2023-04-29 07:00:00,49.0,-6.0,104,1043
2841,SW,ORD,MIA,2023-04-29 08:00:00,30.0,-1.0,157,874
2842,JB,ORD,SEA,2023-04-29 09:00:00,16.0,,126,835
2843,JB,DEN,SFO,2023-04-29 10:00:00,11.0,-5.0,177,1215
2844,UA,DEN,MIA,2023-04-29 11:00:00,27.0,-6.0,142,374
2845,DL,LAX,SEA,2023-04-29 12:00:00,0.0,-10.0,115,1135
2846,AA,DEN,SFO,2023-04-29 13:00:00,0.0,30.0,62,750
2847,SW,DFW,ATL,2023-04-29 14:00:00,11.0,52.0,116,1481
2848,JB,JFK,PHX,2023-04-29 15:00:00,0.0,8.0,76,725
2849,SW,ORD,MIA,2023-04-29 16:00:00,13.0,36.0,110,1082
2850,AA,ORD,ATL,2023-04-29 17:00:00,0.0,2.0,147,523
2851,AA,ORD,SEA,2023-04-29 18:00:00,34.0,49.0,139,1245
2852,DL,ORD,SFO,2023-04-29 19:00:00,0.0,12.0,88,233
2853,DL,JFK,SFO,2023-04-29 20:00:00,,7.0,57,850
2854,SW,LAX,PHX,2023-04-29 21:00:00,0.0,26.0,155,833
2855,JB,DEN,SFO,2023-04-29 22:00:00,25.0,-10.0,105,678
2856,JB,JFK,PHX,2023-04-29 23:00:00,0.0,47.0,118,760
2857,DL,ORD,SFO,2023-04-30 00:00:00,0.0,39.0,138,409
2858,JB,JFK,MIA,2023-04-30 01:00:00,0.0,24.0,114,888
2859,AA,DEN,SFO,2023-04-30 02:00:00,0.0,-10.0,51,848
2860,JB,JFK,SFO,2023-04-30 03:00:00,43.0,-9.0,83,1008
2861,JB,LAX,SFO,2023-04-30 04:00:00,0.0,17.0,126,797
2862,AA,JFK,PHX,2023-04-30 05:00:00,65.0,-10.0,82,538
2863,UA,JFK,ATL,2023-04-30 06:00:00,0.0,16.0,173,911
2864,AA,DFW,SFO,2023-04-30 07:00:00,0.0,,126,1342
2865,AA,LAX,PHX,2023-04-30 08:00:00,28.0,29.0,72,464
2866,UA,DFW,MIA,2023-04-30 09:00:00,0.0,15.0,147,134
2867,UA,DFW,ATL,2023-04-30 10:00:00,29.0,22.0,155,1452
2868,AA,JFK,SFO,2023-04-30 11:00:00,0.0,-2.0,72,832
2869,JB,LAX,SFO,2023-04-30 12:00:00,52.0,44.0,67,1254
2870,DL,DEN,ATL,2023-04-30 13:00:00,48.0,46.0,120,636
2871,SW,DEN,ATL,2023-04-30 14:00:00,36.0,14.0,125,1169
2872,AA,ORD,SFO,2023-04-30 15:00:00,0.0,-10.0,52,481
2873,SW,LAX,SFO,2023-04-30 16:00:00,0.0,1.0,148,552
2874,UA,ORD,SFO,2023-04-30 17:00:00,0.0,17.0,150,1274
2875,JB,JFK,SEA,2023-04-30 18:00:00,0.0,-10.0,129,436
2876,JB,DFW,SEA,2023-04-30 19:00:00,28.0,15.0,150,1138
2877,AA,DEN,ATL,2023-04-30 20:00:00,42.0,4.0,62,1386
2878,AA,DFW,MIA,2023-04-30 21:00:00,31.0,7.0,103,515
2879,JB,DFW,MIA,2023-04-30 22:00:00,,30.0,83,1176
2880,SW,DFW,SEA,2023-04-30 23:00:00,29.0,-10.0,67,1133
2881,UA,DFW,PHX,2023-05-01 00:00:00,76.0,23.0,82,1175
2882,AA,DEN,SFO,2023-05-01 01:00:00,,-10.0,151,710
2883,SW,LAX,PHX,2023-05-01 02:00:00,9.0,0.0,89,718
2884,JB,ORD,SFO,2023-05-01 03:00:00,34.0,-9.0,64,843
2885,UA,DFW,PHX,2023-05-01 04:00:00,0.0,10.0,123,581
2886,DL,ORD,MIA,2023-05-01 05:00:00,0.0,41.0,61,603
2887,AA,JFK,MIA,2023-05-01 06:00:00,0.0,11.0,127,1072
2888,SW,DEN,ATL,2023-05-01 07:00:00,48.0,-10.0,58,534
2889,UA,ORD,SEA,2023-05-01 08:00:00,0.0,-10.0,85,1149
2890,JB,DEN,MIA,2023-05-01 09:00:00,33.0,6.0,75,1085
2891,DL,DFW,ATL,2023-05-01 10:00:00,0.0,-10.0,48,1380
2892,AA,ORD,MIA,2023-05-01 11:00:00,0.0,4.0,132,901
2893,JB,DFW,MIA,2023-05-01 12:00:00,0.0,-10.0,150,810
2894,DL,JFK,SEA,2023-05-01 13:00:00,0.0,16.0,91,1550
2895,UA,LAX,ATL,2023-05-01 14:00:00,21.0,-10.0,198,695
2896,UA,DEN,ATL,2023-05-01 15:00:00,7.0,36.0,149,832
2897,SW,DEN,MIA,2023-05-01 16:00:00,0.0,-6.0,124,1085
2898,UA,LAX,PHX,2023-05-01 17:00:00,0.0,32.0,119,784
2899,AA,DFW,ATL,2023-05-01 18:00:00,12.0,-10.0,78,1050
2900,JB,JFK,SFO,2023-05-01 19:00:00,0.0,-10.0,56,742
2901,UA,LAX,MIA,2023-05-01 20:00:00,0.0,31.0,137,724
2902,DL,JFK,SFO,2023-05-01 21:00:00,0.0,-10.0,97,1081
2903,AA,JFK,MIA,2023-05-01 22:00:00,25.0,25.0,138,303
2904,AA,JFK,ATL,2023-05-01 23:00:00,0.0,0.0,158,1144
2905,AA,DFW,SEA,2023-05-02 00:00:00,0.0,10.0,72,1380
2906,UA,ORD,ATL,2023-05-02 01:00:00,41.0,44.0,111,854
2907,DL,DFW,SFO,2023-05-02 02:00:00,0.0,6.0,113,940
2908,DL,LAX,ATL,2023-05-02 03:00:00,77.0,17.0,79,563
2909,UA,DFW,SFO,2023-05-02 04:00:00,0.0,,109,731
2910,UA,ORD,SFO,2023-05-02 05:00:00,14.0,2.0,135,705
2911,SW,JFK,ATL,2023-05-02 06:00:00,22.0,-10.0,122,1244
2912,SW,ORD,SFO,2023-05-02 07:00:00,5.0,7.0,161,429
2913,DL,DFW,ATL,2023-05-02 08:00:00,71.0,10.0,146,847
2914,JB,JFK,SFO,2023-05-02 09:00:00,37.0,-3.0,88,732
2915,JB,JFK,SFO,2023-05-02 10:00:00,,0.0,172,728
2916,AA,DEN,MIA,2023-05-02 11:00:00,43.0,45.0,124,664
